source_text,target_text,relation,source_type,target_type,file_name
— dismiss the appeal;,with the various rules relating to aid.,no-relation,non-argumentative,premise,R2004_Daewoo Electronics Manufacturing España SA and Territorio Histórico de Álava - Diputación Foral de Álava v Commission of the European Communities
thus expressing its wish to terminate its preliminary examination.,measures in question did not constitute unlawful aid.,support,premise,premise,A2010_NDSHT Nya Destination Stockholm Hotell & Teaterpaket AB v European Commission
"them consider its request, which justifies the interest in bringing proceedings.","Forum 187 v Commission, paragraph 147 and the case-law cited).",no-relation,non-argumentative,premise,A2009_Commission of the European Communities v Koninklijke FrieslandCampina NV_M
"Since the Court of First Instance interpreted Albany wrongly, and consequently failed to address the appellant’s argument relating to its competitive position in relation to other trade unions in the negotiation of collective agreements for seafarers, the order under appeal must accordingly be set aside on this point.","It cannot be deduced from the fact that an agreement could be excluded, by reason of its nature and purpose and the social policy objectives pursed by it, from the scope of the provisions of Article 81(1) EC that collective negotiations or the parties involved in them are likewise, entirely and automatically, excluded from the Treaty rules on State aid, or that an action for annulment which might be brought by those parties would, almost automatically, be regarded as inadmissible because of their involvement in those negotiations.",support,conclusion,premise,A2009_3F v Commission of the European Communities
the undertakings requiring restructuring and that of the healthy companies were comparable.,"Court, which is subject to review by the Court in the context of an appeal.",no-relation,non-argumentative,non-argumentative,A2018_Dirk Andres v European Commission
"Furthermore, the Italian Republic argues that the Tubemeuse judgment clearly indicates that one cannot presume that any advantage obtained in the field of competition outside the Community is also advantageous in the field of Community competition.","Second, the intervention must be likely to affect trade between Member States.",no-relation,non-argumentative,non-argumentative,R2006_European Commission v Italian Republic
as to its compatibility with the common market.,whether there are doubts as to the compatibility of the aid with the common market.,no-relation,non-argumentative,premise,R2011_European Commission v Kronoply GmbH & Co
to be determined by reference to certain factors unrelated to the regime.,the authorities in the territory in which FT had establishments.,support,premise,premise,R2011_France Télécom SA v European Commission
"However, that possibility cannot be excluded a priori by reference to the Albany line of case-law or to an excessively restrictive interpretation of the concept of ‘market’ in connection with the question of the status of party concerned within the meaning of Article 88(2) EC of an organisation such as a trade union seeking to argue that its action for annulment is admissible.",It is therefore in the light of those considerations that the four grounds of appeal put forward by the appellant should be examined.,no-relation,premise,non-argumentative,A2009_3F v Commission of the European Communities
"In the light of those considerations, the General Court held, in paragraphs 54 and 55 of the judgment under appeal, that the mere fact that the 2006 schedule applied only to airlines using L�beck Airport was not relevant for the purpose of finding that that schedule was selective and that, since it was not disputed that all the airlines could benefit from the pricing provisions of that schedule, 'the Commission was wrong, in the light of the statement of reasons contained in the [decision at issue], to have found that the 2006 schedule was selective'.","Finally, in paragraph 53 of the judgment under appeal, the General Court stated, in essence, that the selectivity of a measure by which a public entity lays down a fee scale for the use of its goods or services is assessed by referring to all of the undertakings using or able to use those goods and services and by examining whether all or only some of them obtain or are able to obtain any possible advantage.",support,premise,premise,R2016_European Commission v Hansestadt Lübeck
